Indicator Name,"Indicator Code","Economy Name","Economy Code","2017 [YR2017]"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Togo","TGO","0.7354"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Tonga","TON","0.8697"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Trinidad and Tobago","TTO","0.8331"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Tunisia","TUN","0.9117"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Turkey","TUR","0.8981"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Tuvalu","TUV","NA"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Uganda","UGA","0.6984"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Ukraine","UKR","0.8114"
Survival Rate from Age 15-60,"HD.HCI.AMRT","United Arab Emirates","ARE","0.9281"
Survival Rate from Age 15-60,"HD.HCI.AMRT","United Kingdom","GBR","0.9363"
Survival Rate from Age 15-60,"HD.HCI.AMRT","United States","USA","0.9005"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Uruguay","URY","0.8968"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Vanuatu","VUT","0.8736"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Vietnam","VNM","0.8775"
Survival Rate from Age 15-60,"HD.HCI.AMRT","West Bank and Gaza","PSE","0.8875"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Yemen, Rep.","YEM","0.7837"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Zambia","ZMB","0.7106"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Zimbabwe","ZWE","0.6708"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Afghanistan","AFG","0.8018"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Albania","ALB","0.9503"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Algeria","DZA","0.9182"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Angola","AGO","0.8"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Argentina","ARG","0.9269"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Armenia","ARM","0.9268"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Australia","AUS","0.9614"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Austria","AUT","0.9581"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Azerbaijan","AZE","0.9158"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Bahrain","BHR","0.9428"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Bangladesh","BGD","0.8962"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Belgium","BEL","0.947"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Benin","BEN","0.7858"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Bosnia and Herzegovina","BIH","0.9372"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Botswana","BWA","0.8366"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Brazil","BRA","0.9077"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Bulgaria","BGR","0.9185"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Burkina Faso","BFA","0.7673"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Burundi","BDI","0.7427"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Cambodia","KHM","0.8655"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Cameroon","CMR","0.6826"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Canada","CAN","0.9531"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Chad","TCD","0.6646"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Chile","CHL","0.9346"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","China","CHN","0.9339"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Colombia","COL","0.9128"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Comoros","COM","0.8032"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Congo, Dem. Rep.","COD","0.7726"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Congo, Rep.","COG","0.7702"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Costa Rica","CRI","0.9421"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Cote d'Ivoire","CIV","0.6356"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Croatia","HRV","0.9453"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Cyprus","CYP","0.9666"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Czech Republic","CZE","0.9464"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Denmark","DNK","0.9476"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Dominican Republic","DOM","0.8832"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Ecuador","ECU","0.9165"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Egypt, Arab Rep.","EGY","0.8932"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","El Salvador","SLV","0.9003"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Estonia","EST","0.9372"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Eswatini","SWZ","0.6498"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Ethiopia","ETH","0.8115"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Finland","FIN","0.9594"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","France","FRA","0.9519"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Gabon","GAB","0.7955"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Gambia, The","GMB","0.7716"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Georgia","GEO","0.9233"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Germany","DEU","0.953"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Ghana","GHA","0.7824"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Greece","GRC","0.9602"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Guatemala","GTM","0.8899"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Guinea","GIN","0.7634"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Guyana","GUY","0.8327"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Haiti","HTI","0.7934"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Honduras","HND","0.8826"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Hong Kong SAR, China","HKG","0.965"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Hungary","HUN","0.9169"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Iceland","ISL","0.9632"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","India","IND","0.8638"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Indonesia","IDN","0.8588"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Iran, Islamic Rep.","IRN","0.9406"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Iraq","IRQ","0.8743"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Ireland","IRL","0.959"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Israel","ISR","0.9619"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Italy","ITA","0.9667"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Jamaica","JAM","0.9018"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Japan","JPN","0.9627"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Jordan","JOR","0.9098"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Kazakhstan","KAZ","0.8851"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Kenya","KEN","0.8256"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Kiribati","KIR","0.8474"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Korea, Rep.","KOR","0.9635"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Kosovo","XKX","0.934"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Kuwait","KWT","0.9442"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Kyrgyz Republic","KGZ","0.8932"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Lao PDR","LAO","0.8344"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Latvia","LVA","0.918"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Lebanon","LBN","0.9514"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Lesotho","LSO","0.5408"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Liberia","LBR","0.7902"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Lithuania","LTU","0.9126"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Luxembourg","LUX","0.9552"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Macao SAR, China","MAC","0.9752"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Macedonia, FYR","MKD","0.9342"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Madagascar","MDG","0.8163"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Malawi","MWI","0.7822"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Malaysia","MYS","0.9173"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Mali","MLI","0.7512"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Malta","MLT","0.9607"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Mauritania","MRT","0.8222"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Mauritius","MUS","0.9083"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Mexico","MEX","0.9222"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Moldova","MDA","0.9035"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Mongolia","MNG","0.8751"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Montenegro","MNE","0.9363"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Morocco","MAR","0.9366"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Mozambique","MOZ","0.7267"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Myanmar","MMR","0.8384"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Namibia","NAM","0.758"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Nepal","NPL","0.8749"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Netherlands","NLD","0.9559"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","New Zealand","NZL","0.9505"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Nicaragua","NIC","0.8986"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Niger","NER","0.7732"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Nigeria","NGA","0.6716"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Norway","NOR","0.9601"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Oman","OMN","0.9335"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Pakistan","PAK","0.861"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Panama","PAN","0.9223"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Papua New Guinea","PNG","0.8108"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Paraguay","PRY","0.8762"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Peru","PER","0.908"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Philippines","PHL","0.8661"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Poland","POL","0.9365"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Portugal","PRT","0.9566"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Qatar","QAT","0.9542"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Romania","ROU","0.9217"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Russian Federation","RUS","0.8828"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Rwanda","RWA","0.8352"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Saudi Arabia","SAU","0.9239"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Senegal","SEN","0.8526"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Serbia","SRB","0.9242"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Seychelles","SYC","0.9119"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Sierra Leone","SLE","0.6166"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Singapore","SGP","0.9619"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Slovak Republic","SVK","0.9368"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Slovenia","SVN","0.9564"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Solomon Islands","SLB","0.8784"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","South Africa","ZAF","0.7415"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","South Sudan","SSD","0.696"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Spain","ESP","0.964"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Sri Lanka","LKA","0.9282"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Sudan","SDN","0.8105"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Sweden","SWE","0.9602"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Switzerland","CHE","0.964"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Tajikistan","TJK","0.8979"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Tanzania","TZA","0.8136"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Thailand","THA","0.9089"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Timor-Leste","TLS","0.881"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Togo","TGO","0.7517"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Tonga","TON","0.9019"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Trinidad and Tobago","TTO","0.8805"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Tunisia","TUN","0.9316"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Turkey","TUR","0.9313"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Tuvalu","TUV","NA"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Uganda","UGA","0.7363"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Ukraine","UKR","0.8965"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","United Arab Emirates","ARE","0.9451"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","United Kingdom","GBR","0.9498"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","United States","USA","0.9259"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Uruguay","URY","0.925"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Vanuatu","VUT","0.899"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Vietnam","VNM","0.935"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","West Bank and Gaza","PSE","0.9083"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Yemen, Rep.","YEM","0.8071"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Zambia","ZMB","0.7631"
"Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","Zimbabwe","ZWE","0.6999"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Afghanistan","AFG","0.7597"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Albania","ALB","0.9227"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Algeria","DZA","0.896"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Angola","AGO","0.7266"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Argentina","ARG","0.8511"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Armenia","ARM","0.828"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Australia","AUS","0.9355"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Austria","AUT","0.9145"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Azerbaijan","AZE","0.8273"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Bahrain","BHR","0.9275"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Bangladesh","BGD","0.8543"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Belgium","BEL","0.9119"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Benin","BEN","0.7393"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Bosnia and Herzegovina","BIH","0.8764"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Botswana","BWA","0.7492"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Brazil","BRA","0.8114"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Bulgaria","BGR","0.8175"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Burkina Faso","BFA","0.7353"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Burundi","BDI","0.6852"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Cambodia","KHM","0.7978"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Cameroon","CMR","0.6591"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Canada","CAN","0.9287"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Chad","TCD","0.6199"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Chile","CHL","0.8939"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","China","CHN","0.9092"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Colombia","COL","0.8126"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Comoros","COM","0.7523"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Congo, Dem. Rep.","COD","0.7238"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Congo, Rep.","COG","0.7349"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Costa Rica","CRI","0.8929"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Cote d'Ivoire","CIV","0.5938"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Croatia","HRV","0.8721"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Cyprus","CYP","0.9341"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Czech Republic","CZE","0.887"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Denmark","DNK","0.9153"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Dominican Republic","DOM","0.7991"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Ecuador","ECU","0.8431"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Egypt, Arab Rep.","EGY","0.8156"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","El Salvador","SLV","0.746"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Estonia","EST","0.8274"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Eswatini","SWZ","0.5139"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Ethiopia","ETH","0.7596"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Finland","FIN","0.8987"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","France","FRA","0.8998"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Gabon","GAB","0.752"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Gambia, The","GMB","0.716"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Georgia","GEO","0.7789"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Germany","DEU","0.9105"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Ghana","GHA","0.7422"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Greece","GRC","0.9152"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Guatemala","GTM","0.7909"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Guinea","GIN","0.7364"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Guyana","GUY","0.7546"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Haiti","HTI","0.7313"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Honduras","HND","0.8298"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Hong Kong SAR, China","HKG","0.9342"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Hungary","HUN","0.8183"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Iceland","ISL","0.9418"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","India","IND","0.7901"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Indonesia","IDN","0.7975"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Iran, Islamic Rep.","IRN","0.9022"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Iraq","IRQ","0.8068"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Ireland","IRL","0.9322"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Israel","ISR","0.9349"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Italy","ITA","0.9341"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Jamaica","JAM","0.8381"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Japan","JPN","0.9277"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Jordan","JOR","0.8748"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Kazakhstan","KAZ","0.7084"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Kenya","KEN","0.7478"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Kiribati","KIR","0.764"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Korea, Rep.","KOR","0.9167"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Kosovo","XKX","0.878"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Kuwait","KWT","0.9082"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Kyrgyz Republic","KGZ","0.7545"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Lao PDR","LAO","0.79"
"Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","Latvia","LVA","0.7729"
